ID,Owner,Unit ID,Unit,Peripherals,Billing Period,Reporting Status,Show Until,Billing Group,Last Event Date,Monthly Fee,Bill To,Assigned To,Linked Mode,Paired GPS,Paired Camera,Billable,RMA,Unit Type,IMEI,Serial Number,Phone Number,Carrier,SIM #,VIN,License Plate,Static IP,Event,Last Contact On,Min,Server IP,Server Port,Last Event Address,Modem,Inv #,Status,Last Service Paid Until,Service Paid Until,Assigned to Company,IFTA,History Months,Comments,Warranty Expires,Script,JBOX Profile,Contract Type,Subscription,Firmware
1065925,Client,0B8E,V7A-819,,Monthly,,,,5/23/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359315071912785,000034422198,965233957,CLARO-PE TSO,8951101630722079306,,V7A-819,,Drive,5/23/2026,0,3.231.161.53,10496,"94PQ+36 La Joya, Peru, . Arequipa. ",3G,263158,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,11/30/2018 9:01:56 PM,N,3,,8/22/2019 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1102184,Client,11V0,V6W-862,,Monthly,,,INTERNAL U,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101200725,4764400264,961851749,CLARO-PE TSO,895110163099829480,,V6W-862,,Idle Alert,5/28/2026,0,3.231.161.53,10612,"Carr. Panamericana Sur 60, Peru, Arequipa. Arequipa. ",LTE,--,Active,9/28/2025 12:00:00 AM,10/27/2025 12:00:00 AM,9/30/2025 4:09:01 PM,N,3,,1/23/2025 12:00:00 AM,,,,,
1101930,Renting,11NY,V6V-821,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102545805,4764429290,987844693,CLARO-PE TSO,895110163296115833,,V6V-821,,Ignition OFF,5/28/2026,0,3.231.161.53,10612,"Via Principal, Vitor, Arequipa, Arequipa, Perú, . . ",LTE,--,Active,9/29/2025 12:00:00 AM,10/28/2025 12:00:00 AM,9/29/2025 12:13:32 AM,N,3,,1/11/2025 12:00:00 AM,255.169-TSO_FLS_ES2_BIN_AWS_10700_Speed_Buzzer_80KM.csv,,,,
1054846,Client,C49A,V6N-783,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071603119,000034410390,,CLARO-PE TSO,8951101432007305898,,V6N-783,,Parked,5/28/2026,0,3.231.161.53,10496,"Via de Evitamiento 123, Arequipa, Peru. ",3G,--,Active,2/11/2024 1:44:45 PM,3/10/2024 1:44:45 PM,1/5/2017 10:44:10 AM,N,3,,11/14/2017 10:42:31 PM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1099075,Client,0YWB,V6N-779,,Monthly,,,INTERNAL U,4/22/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093312367,4764383373,982916535,CLARO-PE TSO,895110163296115837,,V6N-779,,Idle Alert,4/22/2026,1,3.231.161.53,10612,"Av Pe-1s Km 984, La Joya, Arequipa, Arequipa, Perú, . . ",LTE,308028,Active,9/20/2025 12:00:00 AM,10/19/2025 12:00:00 AM,9/22/2025 4:15:26 PM,N,3,,7/17/2024 12:00:00 AM,,,,,
1067097,Client,0C4Y,V6N-719,,Monthly,,,,4/4/2024,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014091231661,000034422880,,CLARO-PE TSO,895110163026808106,,V6N-719,,Parked,4/4/2024,0,3.231.161.53,10574,"Via de Evitamiento 123, Arequipa, Peru. ",2G,266282,Active,2/11/2024 1:52:35 PM,3/10/2024 1:52:35 PM,9/3/2019 4:40:22 PM,N,3,,12/7/2019 12:00:00 AM,/BasicScripts/PERU/GNX_BINARY_1410490.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1055563,Client,C733,V6K-933,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316075758240,000034411074,,CLARO-PE,8951101639001743110F,,V6K-933,,Parked,5/28/2026,0,3.231.161.53,10498,"Av Pe-34 A-50, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,242669,Active,2/11/2024 1:45:10 PM,3/10/2024 1:45:10 PM,7/5/2017 5:37:17 PM,N,3,,12/28/2017 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1054806,Client,C46L,V6F-752,,Monthly,,,,1/10/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071132531,000034410350,,CLARO-PE TSO,8951101432007305948,,V6F-752,,Backup Warning,1/10/2026,0,3.231.161.53,10496,"Av Peru-30, Cerro Colorado, Arequipa, Arequipa, . ",3G,--,Active,2/11/2024 1:59:32 PM,3/10/2024 1:59:32 PM,1/7/2017 1:40:29 PM,N,3,,11/14/2017 10:42:29 PM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1037662,Client,660A,V6F-701,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,352556102448151,4764412379,982908928,CLARO-PE TSO,895110163296115843,,V6F-701,,Drive,5/28/2026,0,3.231.161.53,10612,"Av Pe-34a Km 14, La Joya, Arequipa, Arequipa, . ",LTE,209628,Active,7/10/2025 3:48:52 PM,8/9/2025 3:48:52 PM,9/20/2025 4:56:26 PM,N,3,,9/2/2015 12:00:00 AM,,,,,
1072160,Client,0G1J,V5Y-715,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,358014095289442,000034424187,983376834,CLARO-PE,8951101632630672206,,V5Y-715,,Parked,5/28/2026,0,3.231.161.53,10498,"Av Pe-1s Km 984, La Joya, Arequipa, Arequipa, Perú, . . ",2G,--,Active,2/11/2024 2:03:07 PM,3/10/2024 2:03:07 PM,3/16/2024 3:01:06 PM,N,3,,5/21/2020 12:00:00 AM,,,,,
1054812,Client,C46R,V5V-814,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071133190,000034410356,,CLARO-PE TSO,8951101432007306953,,V5V-814,,Parked,5/28/2026,0,3.231.161.53,10598,"Via de Evitamiento 123, Arequipa, Peru. ",3G,--,Active,2/11/2024 1:52:13 PM,3/10/2024 1:52:13 PM,1/5/2017 12:49:08 PM,N,3,,11/14/2017 10:42:29 PM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1098836,Client,0YPO,V5V-791,,Monthly,,,,5/12/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359315075174457,000034422122,,CLARO-PE TSO,8951101639501380702,,V5V-791,,Parked,5/12/2026,0,3.231.161.53,10496,"Av Pe-34 A-49, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,308028,Active,2/11/2024 1:46:25 PM,3/10/2024 1:46:25 PM,1/6/2024 10:40:39 AM,N,3,,7/17/2024 12:00:00 AM,,,,,
1052671,Client,B67P,V5P-949,,Monthly,,,,7/13/2024,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074091742,000034410940,,CLARO-PE TSO,8951101639590976238,,V5P-949,,Idle - Stop,7/13/2024,0,3.231.161.53,10499,"Av Pe-34 A-50, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,2/11/2024 2:01:01 PM,3/10/2024 2:01:01 PM,7/24/2019 2:22:48 PM,N,3,,5/31/2017 12:00:00 AM,,,,,G603.07.04KX 11:57:20 APR 26 2016
1054839,Client,C47S,V5E-942,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014096276919,000034424042,913119551,,8951101639654937779,,V5E-942,,Drive,5/28/2026,0,3.231.161.53,10598,"Unnamed Road, Peru, Provincia de Islay. Arequipa. ",3G,--,Active,2/11/2024 12:00:00 AM,3/10/2024 12:00:00 AM,1/5/2017 11:36:57 AM,N,3,,11/14/2017 12:00:00 AM,,,,,G603.07.04KX 11:57:20 APR 26 2016
1101183,Client,10TI,V5E-922,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102538974,4764428756,961763573,CLARO-PE TSO,895110163099829479,,V5E-922,,Idle Alert,5/28/2026,0,3.231.161.53,10612,"Unnamed Road, Peru, Arequipa. Arequipa. ",LTE,--,Active,9/29/2025 12:00:00 AM,10/28/2025 12:00:00 AM,10/29/2025 3:31:51 PM,N,3,,11/23/2024 12:00:00 AM,255.161-TSO_FLS_ES2_BIN_AWS_10700.csv,,,,
1061462,Client,07AE,V4T-866,,Monthly,,,,11/14/2025,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316075709938,000034411915,,CLARO-PE TSO,8951101632045963067F,,V4T-866,,First Fix,11/14/2025,0,3.231.161.53,10498,"Av Peru-35, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,254286,Active,2/11/2024 1:54:37 PM,3/10/2024 1:54:37 PM,11/22/2018 1:08:21 PM,N,3,,1/9/2019 12:00:00 AM,/BasicScripts/PERU/RICO_POLLO_BINARY_4110592.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1054801,Client,C46G,V4F-936,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071592478,000034410345,987258803,CLARO-PE TSO,8951101332051347970F,,V4F-936,,Backup Warning,5/28/2026,0,3.231.161.53,10418,"Via de Evitamiento 123, Arequipa, Peru. ",3G,--,Active,11/26/2016 12:00:00 AM,12/25/2016 12:00:00 AM,11/26/2016 12:48:11 PM,N,3,,11/14/2017 12:00:00 AM,/BasicScripts/JBOX/PERU/A_RP_JBOX_FAT_BUZZ_1410418.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1054287,Client,C28H,V4F-935,"Temp. Sensor, ",Monthly,,,,5/12/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316078657787,000034420179,987962216276,CLARO-PE TSO,895110163069880714,,V4F-935,,Drive,5/12/2026,0,3.231.161.53,10574,"Pe-1sd-69, Mollendo, Islay, Arequipa, Perú, . . ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,11/15/2016 4:07:29 PM,N,3,,10/18/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1085979,Client,0OSM,V4F-934,"MDVR - 007101E57B, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",357041069266701,4864055025,987660823,CLARO-PE,895110163941994344,,V4F-934,,iButton IN,5/28/2026,0,3.231.161.53,10612,"Via de Evitamiento 123, Arequipa, Peru. ",LTE,295217,Active,12/26/2022 12:00:00 AM,1/24/2023 12:00:00 AM,12/26/2022 11:26:15 AM,N,3,,8/30/2022 12:00:00 AM,,,,,
1054852,Client,C49G,V4F-933,"MDVR - 006000C5F7, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074092310,000034410851,953953814307,CLARO-PE TSO,8951101432007306755,,V4F-933,,Parked,5/28/2026,0,3.231.161.53,10496,"Av Peru-27, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/6/2017 1:51:08 PM,N,3,,11/14/2017 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046708,Client,957G,V4F-932,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316078685275,000034420030,974274474,CLARO-PE TSO,8951101632056294337F,,V4F-932,,Drive,5/28/2026,0,3.231.161.53,10599,"South America, Arequipa, . ",3G,219347,Active,1/24/2017 12:00:00 AM,2/22/2017 12:00:00 AM,1/24/2017 12:49:05 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1086130,Renting,0OWT,V4E-904,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,358077093311005,4764385784,993428410,CLARO-PE,895110113907318946,,BMH919,,Parked,5/28/2026,0,3.231.161.53,10612,"Via de Evitamiento 127, Arequipa, Peru. ",3G,295217,Active,9/29/2025 12:00:00 AM,10/28/2025 12:00:00 AM,3/6/2026 3:17:12 PM,N,3,,8/30/2022 12:00:00 AM,,,,,
1054848,Client,C49C,V4E-903,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071132812,000034410392,,CLARO-PE TSO,8951101432007305971,,,,Drive,5/28/2026,0,3.231.161.53,10575,"Av Pe-34a, La Joya, Arequipa, Arequipa, . ",3G,--,Active,2/11/2024 1:46:06 PM,3/10/2024 1:46:06 PM,1/5/2017 3:33:55 PM,N,3,,11/14/2017 10:42:31 PM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1054847,Client,C49B,V4E-901,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",358077091191680,4764347618,99999999,CLARO-PE,8951100312213725082,,V4E-901,,Parked,5/28/2026,0,3.231.161.53,10612,"Av Pe-34 A-52, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,1/12/2017 12:00:00 AM,2/10/2017 12:00:00 AM,1/12/2017 4:56:10 PM,N,3,,11/14/2017 12:00:00 AM,TSO_LMU2x20_Basic_AWSLB_10700,,,,G603.07.04KX 11:57:20 APR 26 2016
1067118,Client,0C5J,V4E-900,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359316074085355,000034410856,953808799,,8951101432007306037,,,,Parked,5/28/2026,0,3.231.161.53,10496,"Av Pe-34 A-50, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",2G,266282,Active,2/11/2024 12:00:00 AM,3/10/2024 12:00:00 AM,3/30/2019 4:48:56 PM,N,3,,12/7/2019 12:00:00 AM,,,,,
1106738,Client,16NQ,V4E-899,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102350610,4764428477,987105326,CLARO-PE TSO,895110163296115759,,V4E-899,,Ignition ON,5/28/2026,0,3.231.161.53,10612,"Unnamed Road, Peru, Arequipa. Arequipa. ",LTE,313702,Active,9/20/2025 12:00:00 AM,10/19/2025 12:00:00 AM,9/22/2025 5:43:30 PM,N,3,,10/23/2025 12:00:00 AM,,,,,
1085336,Client,0OAR,V4E-898,"MDVR - 009902BFEF, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - 3G - LMU2631H-H000-G1000,354514101216903,4764400682,983368003,CLARO-PE,895110163263067201,,V4E-898,,Drive,5/28/2026,0,3.231.161.53,10612,"Av Pe-1sd-80, Mollendo, Islay, Arequipa, Perú, . . ",3G,294456,Active,3/27/2026 12:00:00 AM,4/25/2026 12:00:00 AM,4/16/2026 1:53:10 PM,N,3,,7/27/2022 12:00:00 AM,TSO_2630_FLS_ES2_BIN_iButton_AWS_10710,,,,
1054815,Client,C46U,V4E-897,,Monthly,,,,11/13/2025,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071601709,000034410359,,CLARO-PE TSO,8951101332051348135F,,V4E-897,,Power OFF,11/13/2025,0,3.231.161.53,10496,"Via de Evitamiento 127, Arequipa, Peru. ",3G,--,Active,2/11/2024 1:45:28 PM,3/10/2024 1:45:28 PM,11/30/2016 7:30:06 PM,N,3,,11/14/2017 10:42:29 PM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1054872,Client,C4A0,V4E-896,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071133380,000034410416,,CLARO-PE TSO,8951100313213282199,,V4E-896,,Parked,5/28/2026,0,3.231.161.53,10598,"Av Peru-35, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,2/11/2024 1:47:43 PM,3/10/2024 1:47:43 PM,11/30/2016 9:41:10 AM,N,3,,11/14/2017 10:42:31 PM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,,,,G603.07.04KX 11:57:20 APR 26 2016
1054273,Client,0G5C,V4E-790,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",354514101225649,4764400655,51993427582,CLARO-PE TSO,895110113907318948,,V4D-836,,Parked,5/28/2026,0,3.231.161.53,10612,"Av Pe-34 A-25, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,11/3/2021 12:00:00 AM,12/2/2021 12:00:00 AM,11/3/2021 11:26:50 AM,N,3,Y,5/21/2020 12:00:00 AM,,B_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1053215,Client,B87D,V4D-848,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014096618144,000034424074,959763739,MOVISTAR PE,8951100312213769981,,V4D-848,,Parked,5/28/2026,1,3.231.161.53,10598,"Via de Evitamiento 127, Arequipa, Peru. ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,6/28/2018 9:42:09 PM,N,3,,7/1/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1102200,Client,11VG,V4D-836,"MDVR - 006000C4B2, ",Monthly,,,INTERNAL U,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101587139,4764417669,982908448,CLARO-PE TSO,895110163296115841,,V4D-836,,Parked,5/28/2026,0,3.231.161.53,10612,"Av Peru-30, Cerro Colorado, Arequipa, Arequipa, . ",LTE,--,Active,9/28/2025 12:00:00 AM,10/27/2025 12:00:00 AM,9/28/2025 11:43:10 PM,N,3,,1/23/2025 12:00:00 AM,,,,,
1098205,Client,0Y85,V4D-804,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102530195,4764428399,961444436,CLARO-PE TSO,895110163996878642,,V4D-804,,Drive,5/28/2026,0,3.231.161.53,10612,"Av Espinar-Sicuani, Espinar, Espinar, Cusco, . ",LTE,313702,Active,5/20/2026 12:00:00 AM,6/18/2026 12:00:00 AM,5/20/2026 4:48:37 PM,N,3,,6/6/2024 12:00:00 AM,,,,,
1072312,Client,0D6H,V4D-802,"MDVR - 009901C096, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656BV,358014095235411,000034424186,983914278658,CLARO-PE TSO,8951101630733547721,,V4D-802,,Parked,5/28/2026,0,3.231.161.53,10574,"Av Pe-34 A-52, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,268277,Active,8/31/2019 12:00:00 AM,9/30/2019 12:00:00 AM,3/1/2021 1:04:38 PM,N,3,Y,1/31/2020 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1085980,Client,0OSN,V4D-801,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,"CalAmp 2630 - HSPA -LMU26H3001-G1000

",358077091896015,4764358825,993426614,CLARO-PE,895110113907318949,,V4D-801,,Parked,5/28/2026,0,3.231.161.53,10612,"Via de Evitamiento 127, Arequipa, Peru. ",3G,295217,Active,9/29/2025 12:00:00 AM,10/28/2025 12:00:00 AM,3/11/2026 6:15:13 PM,N,3,,8/30/2022 12:00:00 AM,TSO_LMU26x0_FLS_ES2_BIN_AWS_10700,,,,
1046747,Client,958J,V4D-715,,Monthly,,,,5/25/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071188814,000034410396,953953808798,CLARO-PE TSO,8951101432007306029,,V4D-715,,Parked,5/25/2026,0,3.231.161.53,10496,"Av Pe-34 A-45, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/23/2017 12:12:56 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046720,Client,957S,V4D-706,"MDVR - 006000C376, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074087351,000034410861,997375971,CLARO-PE TSO,8951101639001742674,,V4D-706,,Parked,5/28/2026,0,3.231.161.53,10418,"Av Pe-34 A-50, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/23/2017 4:13:18 PM,N,3,,10/20/2016 12:00:00 AM,/BasicScripts/JBOX/PERU/A_RP_JBOX_FAT_BUZZ_1410418.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1046723,Client,957V,V4D-705,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074091759,000034410895,953813910,CLARO-PE TSO,8951101432007306623,,V4D-705,,Engine_ON,5/28/2026,0,3.231.161.53,10498,"Via Principal, Vitor, Arequipa, Arequipa, Perú, . . ",3G,219347,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1/20/2017 3:02:48 PM,N,3,,10/20/2016 12:00:00 AM,,B_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1101094,Client,10R1,V4C-934,,Monthly,,,,5/28/2026,15,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359316074389716,000034410858,953808797,CLARO-PE TSO,8951101432007306011,,V4C-934,,Backup Warning,5/28/2026,0,3.231.161.53,10574,"Av Pe-34 A-50, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,6/26/2024 12:00:00 AM,7/25/2024 12:00:00 AM,6/26/2024 6:53:54 PM,N,3,,11/16/2024 12:00:00 AM,,,,,
1053211,Client,B878,V4C-929,"MDVR - 006000C3B5, Temp. Sensor, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316071135781,000034410017,51987283012,CLARO-PE TSO,8951101332051348614F,,V4C-929,,Parked,5/28/2026,0,3.231.161.53,10468,"Av Pe-34 A-45, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",3G,--,Active,8/29/2016 12:00:00 AM,9/27/2016 12:00:00 AM,8/29/2016 11:27:25 AM,N,3,,7/1/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1053213,Client,B87B,V4C-927,"Temp. Sensor, ",Monthly,,,,12/31/2025,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,353161075890130,000034406257,983717018,CLARO-PE TSO,895110163263067314,,V4C-927,,First Fix,12/31/2025,0,3.231.161.53,10598,"Via de Evitamiento 127, Arequipa, Peru. ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,8/29/2016 11:27:25 AM,N,3,,7/1/2017 12:00:00 AM,/BasicScripts/PERU/PERU_BASIC_AWS_10800.txt,A_JBOX_PERU,,,G603.07.05KX 08:46:25 FEB  2 2017
1054275,Client,C284,V4C-840,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014096302178,000034424144,987989519778,CLARO-PE TSO,8951101639590976477,,V4C-840,,Drive,5/28/2026,0,3.231.161.53,10496,"Pe-34a Km 52, Yura, Arequipa, Arequipa, . ",3G,--,Active,7/18/2023 12:00:00 AM,8/16/2023 12:00:00 AM,7/18/2023 4:58:27 PM,N,3,,10/18/2017 12:00:00 AM,/BasicScripts/PERU/RICO_BUZZ_4110474.txt,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1098179,Client,0Y7F,V4C-771,,Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514101200600,4764400261,994343125,CLARO-PE TSO,895110163099831054,,V4C-771,,Drive,5/28/2026,0,3.231.161.53,10612,"Av Pe-34 A-52, Cerro Colorado, Arequipa, Arequipa, Perú, . . ",LTE,--,Active,9/20/2025 12:00:00 AM,10/19/2025 12:00:00 AM,9/20/2025 6:15:48 PM,N,3,,6/5/2024 12:00:00 AM,,,,,
1054283,Client,C28D,V4C-720,"MDVR - 006000C29F, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 5P,359315071963010,000034422273,940560844,CLARO-PE TSO,8951101630620976827,,V4C-720,,Drive,5/28/2026,0,3.231.161.53,10498,"Km 987 P Sur PE-1S,987, La Joya, Arequipa, Arequipa, Perú, . . ",3G,--,Active,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,11/13/2016 8:40:17 AM,N,3,,10/18/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1054285,Client,C28F,V4C-717,"MDVR - 006000BDCF, ",Monthly,,,,3/30/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,359316074090520,000034410887,987953808847,CLARO-PE TSO,8951101432007306516,,V4C-717,,Drive,3/30/2026,0,3.231.161.53,10496,"Av Pe-1s-92, Majes, Caylloma, Arequipa, . ",3G,--,Active,11/12/2016 12:00:00 AM,12/11/2016 12:00:00 AM,11/12/2016 11:10:21 AM,N,3,,10/18/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
1054337,Client,C2AG,V4C-716,"MDVR - 006000C4CD, ",Monthly,,,,5/28/2026,45,,CORPORACION RICO S.A.C.,0,,,Y,N,GenX 656B,358014094516126,000034423440,993571561,CLARO-PE TSO,8951100312213663523,,V4C-716,,Drive,5/28/2026,0,3.231.161.53,10498,"Via Principal-51, La Joya, Arequipa, Arequipa, Perú, . . ",3G,--,Active,8/31/2019 12:00:00 AM,9/30/2019 12:00:00 AM,7/9/2021 6:20:44 PM,N,3,,10/18/2017 12:00:00 AM,,A_JBOX_PERU,,,G603.07.04KX 11:57:20 APR 26 2016
