"Unit Time","Data Center","Voltage","Latitude","Longitude","Raw Event","Event Name","Heading","Sequence #","GPS Speed","Address","Unit Type","Raw Data"
"2026/03/06 19:16:33 -05","AWS",,0,0,"02-M","Motion",0,2384,"0.00",,"Topfly","272702004909500869487062724710000026030700163382dc0065095699006981012300e1018c80880080400018ff4100000402820644003c000054600000000010f280000000ffd5"
"2026/03/06 19:15:33 -05","AWS",,0,0,"02-M","Motion",0,2383,"0.00",,"Topfly","2727020049094f0869487062724710000026030700153382dc0065095699006981012300e300e180880080400018ff4100000402820644003c000054600000000010f280000000ffd5"
"2026/03/06 19:14:31 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603070014310a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 19:14:30 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/06 19:14:13 -05","AWS",,0,0,"04-22","Motion Start",0,244,"0.00",,"Topfly","272704004900f40869487062724710001626030700141382dc006509569900698101230000000080980100100018ff4100000402820644003c000054600000000010f280000000ffd5"
"2026/03/06 16:27:20 -05","AWS",,0,0,"02-M","Motion",0,2380,"0.00",,"Topfly","2727020049094c0869487062724710000026030621272082dc0065095d70c86981012400e101238070060010001bff4100000402820604003c000054600000000010f280000000ffd5"
"2026/03/06 16:26:19 -05","AWS",,0,0,"02-M","Motion",0,2379,"0.00",,"Topfly","2727020049094b0869487062724710000026030621261982dc0065095d70c86981012400e101230040140030001bff4100000402820644003c000054600000000010f280000000ffd5"
"2026/03/06 16:24:20 -05","AWS",,0,0,"02-M","Motion",0,2377,"0.00",,"Topfly","272702004909490869487062724710000026030621242082dc0065095d70c869810124012300e18018050090001aff4100000402820604003c000054600000000010f280000000ffd5"
"2026/03/06 16:23:20 -05","AWS",,0,0,"02-M","Motion",0,2376,"0.00",,"Topfly","272702004909480869487062724710000026030621232082dc0065095d70c86981012400e101238038040090001aff4100000402820644003c000054600000000010f280000000ffd5"
"2026/03/06 16:22:20 -05","AWS",,0,0,"02-M","Motion",0,2375,"0.00",,"Topfly","272702004909470869487062724710000026030621222082dc0065095d70c869810124012300e100100080700018ff41000004028205d4003c000054600000000010f280000000ffd5"
"2026/03/06 16:21:20 -05","AWS",,0,0,"02-M","Motion",0,2374,"0.00",,"Topfly","272702004909460869487062724710000026030621212082dc0065095699966981018c0123018c00700580300018ff4100000402820644003c000054600000000010f280000000ffd5"
"2026/03/06 16:20:20 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603062120200a43004c00410052004f00054341542d31074341542d3120370f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 16:20:19 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/06 13:10:13 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061810130a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 13:09:28 -05","AWS",,0,0,"02-M","Motion",0,2369,"0.00",,"Topfly","272702004909410869487062724710000026030618092882dc0065095d70c86981012400ff000080200780600018ff4100000402820644001e000054600000000010f280000000ffd5"
"2026/03/06 13:08:54 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061808540a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 10:18:12 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061518120a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 10:08:52 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061508520a43004c00410052004f00054341542d31074341542d3120320f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 09:44:21 -05","AWS",,0,0,"04-3","User Update",0,224,"0.00",,"Topfly","272704004900e00869487062724710000326030614442182dc0065095699676981018e012300e180180080900019ff41000003ff970564001e000054600000000010f280000000ffd5"
"2026/03/06 09:44:05 -05","AWS",,0,0,"02-M","Motion",0,2315,"0.00",,"Topfly","2727020049090b0869487062724710000026030614440582dc0065095699996981018e012300e180180080900019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:43:35 -05","AWS",,0,0,"02-M","Motion",0,2314,"0.00",,"Topfly","2727020049090a0869487062724710000026030614433582dc0065095699996981018e012300e180000180700019ff41000003ff970594001e000054600000000010f280000000ffd5"
"2026/03/06 09:43:04 -05","AWS",,0,0,"02-M","Motion",0,2313,"0.00",,"Topfly","272702004909090869487062724710000026030614430482dc0065095d70c869810124012300e280000180700019ff41000003ff9705d4001e000054600000000010f280000000ffd5"
"2026/03/06 09:42:33 -05","AWS",,0,0,"02-M","Motion",0,2312,"0.00",,"Topfly","272702004909080869487062724710000026030614423382dc0065095d70c869810124012300e280300280100019ff41000003ff970334001e000054600000000010f280000000ffd5"
"2026/03/06 09:42:02 -05","AWS",,,,"01","Device Info",,2,"NaN",,"Topfly","2727010017000208694870627247100112030502101214"
"2026/03/06 09:42:02 -05","AWS",,0,0,"04-22","Motion Start",0,223,"0.00",,"Topfly","272704004900df0869487062724710a01626030614420282dc0065095d70c869810124012300e180100280200019ff41000003ff970604001e000054600000000010f280000000ffd0"
"2026/03/06 09:41:12 -05","AWS",,0,0,"02-M","Motion",0,2310,"0.00",,"Topfly","272702004909060869487062724710000026030614411282dc0065095d70c869810124012300e100080080900019ff41000003ff970604001e000054600000000010f280000000ffd5"
"2026/03/06 09:40:12 -05","AWS",,0,0,"02-M","Motion",0,2308,"0.00",,"Topfly","272702004909040869487062724710000026030614401282dc0065095d70c869810124012300e100080980600018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:39:41 -05","AWS",,0,0,"02-M","Motion",0,2307,"0.00",,"Topfly","272702004909030869487062724710000026030614394182dc006509569900698101230124018e00080980600018ff41000003ff9704b4001e000054600000000010f280000000ffd5"
"2026/03/06 09:39:11 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603061439110a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 09:37:28 -05","AWS",,0,0,"04-23","Motion Stop",0,220,"0.00",,"Topfly","272704004900dc0869487062724710001726030614372882dc0065095699006981012300e1012400080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 09:37:03 -05","AWS",,0,0,"02-M","Motion",0,2306,"0.00",,"Topfly","272702004909020869487062724710000026030614370382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:36:33 -05","AWS",,0,0,"02-M","Motion",0,2305,"0.00",,"Topfly","272702004909010869487062724710000026030614363382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:36:03 -05","AWS",,0,0,"02-M","Motion",0,2304,"0.00",,"Topfly","272702004909000869487062724710000026030614360382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:35:33 -05","AWS",,0,0,"02-M","Motion",0,2303,"0.00",,"Topfly","272702004908ff0869487062724710000026030614353382dc0065095699006981012300e1012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:35:02 -05","AWS",,0,0,"02-M","Motion",0,2302,"0.00",,"Topfly","272702004908fe0869487062724710000026030614350282dc006509569900698101230124018c80300680500018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 09:34:31 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603061434310a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 08:52:56 -05","AWS",,0,0,"04-23","Motion Stop",0,218,"0.00",,"Topfly","272704004900da0869487062724710801726030613525682dc0065095d70c86981012400e1018c80980000000019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 08:52:39 -05","AWS",,0,0,"02-M","Motion",0,2301,"0.00",,"Topfly","272702004908fd0869487062724710000026030613523982dc0065095d70c86981012400e1018c80980000000019ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:52:08 -05","AWS",,0,0,"02-M","Motion",0,2300,"0.00",,"Topfly","272702004908fc0869487062724710000026030613520882dc006509569932698100e10124018c80980000000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:51:39 -05","AWS",,0,0,"02-M","Motion",0,2299,"0.00",,"Topfly","272702004908fb0869487062724710000026030613513982dc006509569932698100e10124018c80980000000018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:50:27 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061350270a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 08:50:12 -05","AWS",,0,0,"04-3","User Update",0,217,"0.00",,"Topfly","272704004900d90869487062724710000326030613501282dc0065095d70c86981012400e1018c80980000000019ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 08:47:02 -05","AWS",,0,0,"04-23","Motion Stop",0,215,"0.00",,"Topfly","272704004900d70869487062724710001726030613470282dc006509569932698100e10123012400080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 08:47:01 -05","AWS",,0,0,"02-U","Update",0,2298,"0.00",,"Topfly","272702004908fa0869487062724710000026030613470182dc006509569932698100e10123012400080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:46:02 -05","AWS",,0,0,"02-U","Update",0,2296,"0.00",,"Topfly","272702004908f80869487062724710000026030613460282dc006509569932698100e10124018c00080080900018ff41000003ff970644001e000054600000000010f280000000ffd5"
"2026/03/06 08:45:31 -05","AWS",,0,0,"02-U","Update",0,2295,"0.00",,"Topfly","272702004908f70869487062724710800026030613453182dc006509569932698100e10124018c00080080900018ff41000003ff970644001e000054600000000010f280000000ffd2"
"2026/03/06 08:45:31 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603061345310a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 08:45:29 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/06 03:52:37 -05","AWS",,0,0,"02-U","Update",0,2294,"0.00",,"Topfly","272702004908f60869487062724710000026030608523782dc006509569932698100e1018e018c00080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/06 03:51:57 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050053000108694870627247102603060851570a43004c00410052004f00054341542d31074341542d3120350f373332313031373235333235343334143839353731303137303235303233323534333632"
"2026/03/06 03:51:55 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 21:52:37 -05","AWS",,0,0,"02-U","Update",0,2293,"0.00",,"Topfly","272702004908f50869487062724710000026030602523782dc006509569900698101230000000000080080900018ff41000003ff970640001e000054600000000010f280000000ffd5"
"2026/03/05 21:51:55 -05","AWS",,,,"01","Device Info",,1,"NaN",,"Topfly","2727010017000108694870627247100112030502101214"
"2026/03/05 21:51:55 -05","AWS",,,,"05","Comm Acquired",,1,"NaN",,"Topfly","2727050054000108694870627247102603060251550a43004c00410052004f00054341542d31084341542d312032380f373332313031373235333235343334143839353731303137303235303233323534333632"
